"artist_name","Valence","danceability","energy","loudness","speechiness","acousticness","liveness","tempo","track_name","album_name","album_release_year"
"Taylor Swift",0.353,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,"gold rush","evermore (deluxe version)",2021
"Taylor Swift",0.348,0.575,0.434,-8.193,0.0312,0.735,0.105,145.916,"‘tis the damn season","evermore (deluxe version)",2021
"Taylor Swift",0.221,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,"tolerate it","evermore (deluxe version)",2021
"Taylor Swift",0.535,0.546,0.613,-7.589,0.0264,0.418,0.103,79.015,"no body, no crime (feat. HAIM)","evermore (deluxe version)",2021
"Taylor Swift",0.211,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,"happiness","evermore (deluxe version)",2021
"Taylor Swift",0.354,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,"dorothea","evermore (deluxe version)",2021
"Taylor Swift",0.292,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,"coney island (feat. The National)","evermore (deluxe version)",2021
"Taylor Swift",0.535,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,"ivy","evermore (deluxe version)",2021
"Taylor Swift",0.511,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,"cowboy like me","evermore (deluxe version)",2021
"Taylor Swift",0.573,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,"long story short","evermore (deluxe version)",2021
"Taylor Swift",0.287,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,"marjorie","evermore (deluxe version)",2021
"Taylor Swift",0.92,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,"closure","evermore (deluxe version)",2021
"Taylor Swift",0.32,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,"evermore (feat. Bon Iver)","evermore (deluxe version)",2021
"Taylor Swift",0.645,0.581,0.619,-6.524,0.0282,0.769,0.117,137.915,"right where you left me - bonus track","evermore (deluxe version)",2021
"Taylor Swift",0.416,0.592,0.41,-12.426,0.0397,0.801,0.09,151.923,"it’s time to go - bonus track","evermore (deluxe version)",2021
"Taylor Swift",0.529,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,"willow","evermore",2020
"Taylor Swift",0.32,0.462,0.24,-12.077,0.0377,0.92,0.113,171.319,"champagne problems","evermore",2020
"Taylor Swift",0.353,0.512,0.462,-10.491,0.0408,0.83,0.121,112.05,"gold rush","evermore",2020
"Taylor Swift",0.348,0.575,0.434,-8.193,0.0312,0.735,0.105,145.916,"‘tis the damn season","evermore",2020
"Taylor Swift",0.221,0.316,0.361,-10.381,0.0488,0.878,0.0797,74.952,"tolerate it","evermore",2020
"Taylor Swift",0.535,0.546,0.613,-7.589,0.0264,0.418,0.103,79.015,"no body, no crime (feat. HAIM)","evermore",2020
"Taylor Swift",0.211,0.559,0.334,-10.733,0.0376,0.87,0.114,122.079,"happiness","evermore",2020
"Taylor Swift",0.354,0.605,0.488,-8.322,0.0264,0.696,0.129,119.966,"dorothea","evermore",2020
"Taylor Swift",0.292,0.537,0.537,-11.266,0.0617,0.819,0.142,107.895,"coney island (feat. The National)","evermore",2020
"Taylor Swift",0.535,0.515,0.545,-9.277,0.0353,0.855,0.0921,88.856,"ivy","evermore",2020
"Taylor Swift",0.511,0.604,0.517,-9.014,0.0347,0.768,0.123,127.967,"cowboy like me","evermore",2020
"Taylor Swift",0.573,0.546,0.73,-7.704,0.0417,0.66,0.0972,157.895,"long story short","evermore",2020
"Taylor Swift",0.287,0.535,0.561,-11.609,0.0484,0.876,0.115,96.103,"marjorie","evermore",2020
"Taylor Swift",0.92,0.689,0.704,-10.813,0.245,0.835,0.134,151.884,"closure","evermore",2020
"Taylor Swift",0.32,0.39,0.27,-10.673,0.0308,0.937,0.111,125.177,"evermore (feat. Bon Iver)","evermore",2020
"Taylor Swift",0.163,0.78,0.361,-6.942,0.048,0.75,0.108,139.902,"the 1","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.534,0.612,0.58,-8.572,0.0419,0.525,0.26,130.045,"cardigan","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.701,0.688,0.653,-8.558,0.0403,0.481,0.106,147.991,"the last great american dynasty","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.16,0.31,0.374,-8.464,0.0275,0.761,0.11,75.938,"exile (feat. Bon Iver)","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.112,0.456,0.265,-10.663,0.0328,0.814,0.0679,129.947,"my tears ricochet","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.347,0.549,0.417,-10.064,0.035,0.686,0.0604,110.137,"mirrorball","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.374,0.602,0.494,-10.813,0.0277,0.888,0.0902,94.955,"seven","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.42,0.387,0.634,-9.222,0.0363,0.553,0.0931,89.567,"august","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.408,0.511,0.478,-9.837,0.0322,0.312,0.147,135.882,"this is me trying","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.44,0.529,0.304,-10.567,0.0356,0.862,0.108,119.58,"illicit affairs","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.454,0.651,0.459,-11.128,0.0507,0.859,0.105,83.455,"invisible string","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.451,0.593,0.7,-9.016,0.0492,0.67,0.116,141.898,"mad woman","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.103,0.317,0.254,-13.679,0.0286,0.727,0.0867,93.933,"epiphany","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.476,0.595,0.376,-8.767,0.0256,0.589,0.0989,95.946,"betty","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.328,0.644,0.284,-12.879,0.0821,0.916,0.0909,150.072,"peace","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.404,0.676,0.178,-15.01,0.0394,0.964,0.135,118.84,"hoax","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.268,0.313,0.258,-11.532,0.0383,0.842,0.0948,179.947,"the lakes - bonus track","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.156,0.708,0.25,-10.731,0.0361,0.898,0.102,139.803,"the 1 - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.247,0.395,0.234,-9.704,0.0382,0.88,0.107,86.478,"cardigan - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.614,0.64,0.618,-11.715,0.0379,0.743,0.0574,147.948,"the last great american dynasty - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.108,0.359,0.305,-10.295,0.0306,0.848,0.111,151.956,"exile (feat. Bon Iver) - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.168,0.531,0.172,-12.34,0.0351,0.946,0.0615,129.007,"my tears ricochet - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.109,0.509,0.386,-8.434,0.0272,0.78,0.118,109.993,"mirrorball - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.363,0.694,0.449,-11.49,0.0301,0.914,0.1,94.963,"seven - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.545,0.554,0.663,-8.961,0.0324,0.5,0.791,89.977,"august - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.157,0.435,0.332,-11.611,0.031,0.928,0.0867,68.097,"this is me trying - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.435,0.489,0.235,-10.274,0.0356,0.883,0.113,117.699,"illicit affairs - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.351,0.59,0.282,-10.542,0.0281,0.942,0.11,83.438,"invisible string - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.346,0.663,0.465,-10.463,0.0408,0.887,0.109,141.834,"mad woman - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.113,0.524,0.2,-13.004,0.0274,0.916,0.068,93.87,"epiphany - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.518,0.538,0.316,-9.5,0.0299,0.841,0.119,95.68,"betty - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.513,0.619,0.344,-11.472,0.0647,0.93,0.0734,149.897,"peace - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.483,0.682,0.155,-13.083,0.0394,0.962,0.18,118.832,"hoax - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.112,0.606,0.221,-11.767,0.0468,0.794,0.0888,89.844,"the lakes - the long pond studio sessions","folklore: the long pond studio sessions (from the Disney+ special) [deluxe edition]",2020
"Taylor Swift",0.163,0.78,0.361,-6.942,0.048,0.75,0.108,139.902,"the 1","folklore (deluxe version)",2020
"Taylor Swift",0.534,0.612,0.58,-8.572,0.0419,0.525,0.26,130.045,"cardigan","folklore (deluxe version)",2020
"Taylor Swift",0.701,0.688,0.653,-8.558,0.0403,0.481,0.106,147.991,"the last great american dynasty","folklore (deluxe version)",2020
"Taylor Swift",0.16,0.31,0.374,-8.464,0.0275,0.761,0.11,75.938,"exile (feat. Bon Iver)","folklore (deluxe version)",2020
"Taylor Swift",0.112,0.456,0.265,-10.663,0.0328,0.814,0.0679,129.947,"my tears ricochet","folklore (deluxe version)",2020
"Taylor Swift",0.347,0.549,0.417,-10.064,0.035,0.686,0.0604,110.137,"mirrorball","folklore (deluxe version)",2020
"Taylor Swift",0.374,0.602,0.494,-10.813,0.0277,0.888,0.0902,94.955,"seven","folklore (deluxe version)",2020
"Taylor Swift",0.42,0.387,0.634,-9.222,0.0363,0.553,0.0931,89.567,"august","folklore (deluxe version)",2020
"Taylor Swift",0.408,0.511,0.478,-9.837,0.0322,0.312,0.147,135.882,"this is me trying","folklore (deluxe version)",2020
"Taylor Swift",0.44,0.529,0.304,-10.567,0.0356,0.862,0.108,119.58,"illicit affairs","folklore (deluxe version)",2020
"Taylor Swift",0.454,0.651,0.459,-11.128,0.0507,0.859,0.105,83.455,"invisible string","folklore (deluxe version)",2020
"Taylor Swift",0.451,0.593,0.7,-9.016,0.0492,0.67,0.116,141.898,"mad woman","folklore (deluxe version)",2020
"Taylor Swift",0.103,0.317,0.254,-13.679,0.0286,0.727,0.0867,93.933,"epiphany","folklore (deluxe version)",2020
"Taylor Swift",0.476,0.595,0.376,-8.767,0.0256,0.589,0.0989,95.946,"betty","folklore (deluxe version)",2020
"Taylor Swift",0.328,0.644,0.284,-12.879,0.0821,0.916,0.0909,150.072,"peace","folklore (deluxe version)",2020
"Taylor Swift",0.404,0.676,0.178,-15.01,0.0394,0.964,0.135,118.84,"hoax","folklore (deluxe version)",2020
"Taylor Swift",0.268,0.313,0.258,-11.532,0.0383,0.842,0.0948,179.947,"the lakes - bonus track","folklore (deluxe version)",2020
"Taylor Swift",0.172,0.777,0.357,-6.942,0.0522,0.757,0.108,139.883,"the 1","folklore",2020
"Taylor Swift",0.551,0.613,0.581,-8.588,0.0424,0.537,0.25,130.033,"cardigan","folklore",2020
"Taylor Swift",0.706,0.686,0.662,-8.505,0.0413,0.467,0.109,147.922,"the last great american dynasty","folklore",2020
"Taylor Swift",0.152,0.298,0.38,-8.426,0.0287,0.778,0.11,75.602,"exile (feat. Bon Iver)","folklore",2020
"Taylor Swift",0.111,0.456,0.263,-10.63,0.0332,0.806,0.0749,129.86,"my tears ricochet","folklore",2020
"Taylor Swift",0.379,0.553,0.413,-10.037,0.0334,0.687,0.0594,110.107,"mirrorball","folklore",2020
"Taylor Swift",0.415,0.596,0.488,-10.769,0.0274,0.9,0.091,94.926,"seven","folklore",2020
"Taylor Swift",0.403,0.532,0.623,-9.208,0.0331,0.538,0.0925,89.937,"august","folklore",2020
"Taylor Swift",0.412,0.515,0.476,-9.843,0.0328,0.314,0.171,135.886,"this is me trying","folklore",2020
"Taylor Swift",0.46,0.559,0.31,-10.445,0.0338,0.881,0.106,119.845,"illicit affairs","folklore",2020
"Taylor Swift",0.45,0.653,0.452,-11.143,0.055,0.838,0.108,83.433,"invisible string","folklore",2020
"Taylor Swift",0.506,0.592,0.699,-8.995,0.0471,0.655,0.114,141.916,"mad woman","folklore",2020
"Taylor Swift",0.113,0.354,0.267,-13.69,0.0281,0.731,0.0858,94.219,"epiphany","folklore",2020
"Taylor Swift",0.502,0.593,0.377,-8.761,0.0253,0.6,0.0976,95.939,"betty","folklore",2020
"Taylor Swift",0.339,0.647,0.272,-12.906,0.0916,0.918,0.0918,150.044,"peace","folklore",2020
"Taylor Swift",0.429,0.662,0.181,-15.065,0.0415,0.966,0.133,118.819,"hoax","folklore",2020
"Taylor Swift",0.541,0.664,0.316,-10.345,0.519,0.298,0.0812,92.875,"I Forgot That You Existed","Lover",2019
"Taylor Swift",0.564,0.552,0.702,-5.707,0.157,0.117,0.105,169.994,"Cruel Summer","Lover",2019
"Taylor Swift",0.453,0.359,0.543,-7.582,0.0919,0.492,0.118,68.534,"Lover","Lover",2019
"Taylor Swift",0.633,0.777,0.658,-5.191,0.054,0.0767,0.0901,110.048,"The Man","Lover",2019
"Taylor Swift",0.166,0.292,0.574,-9.375,0.0401,0.12,0.0663,124.344,"The Archer","Lover",2019
"Taylor Swift",0.416,0.897,0.366,-8.029,0.0569,0.00889,0.0715,100.003,"I Think He Knows","Lover",2019
"Taylor Swift",0.487,0.662,0.747,-6.926,0.0736,0.028,0.138,150.088,"Miss Americana & The Heartbreak Prince","Lover",2019
"Taylor Swift",0.865,0.811,0.719,-6.553,0.0497,0.0129,0.0742,103.979,"Paper Rings","Lover",2019
"Taylor Swift",0.248,0.824,0.624,-9.728,0.0827,0.781,0.1,102.012,"Cornelia Street","Lover",2019
"Taylor Swift",0.313,0.712,0.732,-6.754,0.0629,0.454,0.319,94.071,"Death By A Thousand Cuts","Lover",2019
"Taylor Swift",0.557,0.695,0.71,-6.639,0.05,0.0246,0.133,157.925,"London Boy","Lover",2019
"Taylor Swift",0.421,0.433,0.182,-12.566,0.0641,0.907,0.123,207.476,"Soon You’ll Get Better (feat. The Chicks)","Lover",2019
"Taylor Swift",0.351,0.739,0.32,-10.862,0.239,0.736,0.111,79.97,"False God","Lover",2019
"Taylor Swift",0.714,0.771,0.671,-5.617,0.0553,0.00929,0.0637,85.026,"You Need To Calm Down","Lover",2019
"Taylor Swift",0.399,0.756,0.449,-8.746,0.0344,0.13,0.114,111.011,"Afterglow","Lover",2019
"Taylor Swift",0.728,0.61,0.83,-4.105,0.0571,0.033,0.118,182.162,"ME! (feat. Brendon Urie of Panic! At The Disco)","Lover",2019
"Taylor Swift",0.545,0.737,0.175,-9.912,0.0401,0.971,0.171,70.008,"It’s Nice To Have A Friend","Lover",2019
"Taylor Swift",0.265,0.557,0.496,-9.602,0.0563,0.808,0.0772,149.983,"Daylight","Lover",2019
"Taylor Swift",0.417,0.613,0.764,-6.509,0.136,0.0527,0.197,160.015,"...Ready For It?","reputation",2017
"Taylor Swift",0.151,0.649,0.589,-6.237,0.0558,0.00845,0.108,159.073,"End Game","reputation",2017
"Taylor Swift",0.305,0.696,0.602,-6.156,0.159,0.0679,0.0696,82.989,"I Did Something Bad","reputation",2017
"Taylor Swift",0.193,0.615,0.534,-6.719,0.0386,0.106,0.0607,135.917,"Don’t Blame Me","reputation",2017
"Taylor Swift",0.0499,0.75,0.404,-10.178,0.0682,0.216,0.0911,95.045,"Delicate","reputation",2017
"Taylor Swift",0.506,0.766,0.709,-6.471,0.123,0.204,0.126,128.07,"Look What You Made Me Do","reputation",2017
"Taylor Swift",0.374,0.574,0.61,-7.283,0.0732,0.122,0.13,74.957,"So It Goes...","reputation",2017
"Taylor Swift",0.451,0.8,0.535,-6.684,0.135,0.0713,0.213,92.027,"Gorgeous","reputation",2017
"Taylor Swift",0.351,0.562,0.689,-6.745,0.127,0.00465,0.0888,172.054,"Getaway Car","reputation",2017
"Taylor Swift",0.314,0.675,0.703,-7.902,0.0382,0.00882,0.0391,110.01,"King Of My Heart","reputation",2017
"Taylor Swift",0.284,0.624,0.691,-6.686,0.196,0.0604,0.138,160.024,"Dancing With Our Hands Tied","reputation",2017
"Taylor Swift",0.0851,0.719,0.469,-8.792,0.0533,0.0329,0.169,120.085,"Dress","reputation",2017
"Taylor Swift",0.438,0.567,0.789,-5.986,0.115,0.0156,0.382,163.96,"This Is Why We Can't Have Nice Things","reputation",2017
"Taylor Swift",0.252,0.598,0.504,-9.874,0.0731,0.186,0.34,163.954,"Call It What You Want","reputation",2017
"Taylor Swift",0.23,0.661,0.151,-12.864,0.0354,0.921,0.13,94.922,"New Year’s Day","reputation",2017
"Taylor Swift",0.316,0.602,0.605,-7.803,0.0244,0.0448,0.128,93.061,"All Too Well","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.465,0.55,0.688,-7.416,0.0897,0.0692,0.106,139.997,"Wildest Dreams","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.383,0.669,0.448,-8.566,0.0285,0.639,0.158,126.068,"The Best Day","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.647,0.605,0.899,-4.273,0.0423,0.0779,0.0911,124.985,"Red","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.648,0.627,0.816,-6.698,0.0774,0.0162,0.0965,157.043,"Holy Ground","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.263,0.626,0.427,-6.993,0.0234,0.313,0.138,99.959,"Teardrops On My Guitar - Radio Single Remix","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.565,0.545,0.663,-5.05,0.0363,0.114,0.321,178.013,"Our Song","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.68,0.66,0.733,-6.564,0.0379,0.00254,0.0473,104.009,"22","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.665,0.536,0.464,-6.761,0.0412,0.00476,0.0357,77.318,"I Knew You Were Trouble.","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.106,0.731,0.445,-8.418,0.0533,0.0586,0.14,117.97,"I Don’t Wanna Live Forever (Fifty Shades Darker)","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.79,0.576,0.754,-3.982,0.0428,0.451,0.223,163.886,"Mean","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.545,0.765,0.656,-6.112,0.0504,0.00364,0.0918,119.997,"How You Get The Girl","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.374,0.574,0.61,-7.283,0.0732,0.122,0.13,74.957,"So It Goes...","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.211,0.55,0.628,-4.437,0.0269,0.0717,0.138,95.122,"Fifteen","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.67,0.621,0.779,-2.943,0.0301,0.00302,0.187,121.034,"Mine","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.399,0.61,0.782,-2.98,0.0309,0.041,0.16,114.977,"Sparks Fly","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.383,0.591,0.828,-5.895,0.0333,0.000184,0.0879,129.962,"State Of Grace","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.37,0.431,0.949,-2.622,0.0605,0.0648,0.0612,162.012,"Haunted","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.545,0.714,0.309,-8.828,0.0302,0.824,0.136,124.894,"Never Grow Up","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.395,0.704,0.621,-8.086,0.0334,0.101,0.14,109.995,"Treacherous","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.643,0.577,0.784,-3.266,0.101,0.0221,0.125,171.791,"Babe","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.658,0.789,0.634,-4.762,0.0323,0.0348,0.302,116.992,"Welcome To New York","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.429,0.603,0.718,-4.401,0.0272,0.0377,0.307,100.163,"Fearless","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.218,0.535,0.626,-3.895,0.0274,0.0717,0.158,81.963,"Enchanted","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.234,0.543,0.763,-4.206,0.0376,0.00418,0.111,96.006,"Change","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.228,0.61,0.56,-7.392,0.0279,0.469,0.087,159.837,"Ours","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.338,0.553,0.841,-6.937,0.0396,0.000743,0.341,92.008,"Out Of The Woods","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.217,0.483,0.548,-6.291,0.0254,0.00471,0.0997,79.926,"Come Back...Be Here","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.438,0.573,0.767,-2.929,0.0323,0.0577,0.327,114.984,"A Place in this World","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.107,0.481,0.435,-8.795,0.0321,0.678,0.0928,143.95,"This Love","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.561,0.706,0.505,-7.639,0.0358,0.0352,0.13,117.935,"The Lucky One","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.224,0.609,0.383,-5.732,0.0243,0.56,0.165,96.005,"Invisible","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.167,0.442,0.48,-7.405,0.0281,0.416,0.129,73.849,"Breathe","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.507,0.502,0.843,-3.648,0.0378,0.123,0.0974,143.944,"Better Man","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.818,0.617,0.699,-5.712,0.0274,0.113,0.074,80.007,"Jump Then Fall","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.323,0.53,0.526,-8.349,0.0263,0.199,0.14,79.025,"Begin Again","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.238,0.479,0.547,-4.948,0.0275,0.521,0.0728,146.147,"Tied Together with a Smile","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.65,0.547,0.808,-3.63,0.0398,0.00556,0.0587,139.908,"The Story Of Us","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.52,0.607,0.829,-5.02,0.0588,0.0806,0.207,128.057,"Forever & Always","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.838,0.843,0.541,-7.361,0.0318,0.191,0.108,116.001,"Hey Stephen","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.714,0.712,0.603,-3.753,0.0304,0.0991,0.102,118.986,"Speak Now","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.197,0.422,0.692,-5.447,0.0549,0.0493,0.177,184.014,"Wonderland","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.218,0.578,0.348,-8.066,0.0257,0.314,0.1,92.673,"White Horse","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.521,0.556,0.933,-3.685,0.072,0.00454,0.101,143.936,"I'm Only Me When I'm With You","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.616,0.649,0.777,-5.797,0.0391,0.0192,0.234,126.014,"Starlight","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.495,0.602,0.755,-4.991,0.071,0.245,0.178,159.965,"I Know Places","reputation Stadium Tour Surprise Song Playlist",2017
"Taylor Swift",0.658,0.789,0.634,-4.762,0.0323,0.0348,0.302,116.992,"Welcome To New York","1989 (Deluxe Edition)",2014
"Taylor Swift",0.57,0.76,0.703,-5.412,0.054,0.103,0.0913,95.997,"Blank Space","1989 (Deluxe Edition)",2014
"Taylor Swift",0.487,0.588,0.791,-5.595,0.0402,0.00245,0.118,94.933,"Style","1989 (Deluxe Edition)",2014
"Taylor Swift",0.338,0.553,0.841,-6.937,0.0396,0.000743,0.341,92.008,"Out Of The Woods","1989 (Deluxe Edition)",2014
"Taylor Swift",0.539,0.605,0.725,-5.729,0.0323,0.00201,0.101,96.97,"All You Had To Do Was Stay","1989 (Deluxe Edition)",2014
"Taylor Swift",0.942,0.647,0.8,-5.384,0.165,0.0647,0.334,160.078,"Shake It Off","1989 (Deluxe Edition)",2014
"Taylor Swift",0.513,0.653,0.893,-5.966,0.0538,0.0158,0.102,118.035,"I Wish You Would","1989 (Deluxe Edition)",2014
"Taylor Swift",0.287,0.646,0.794,-6.104,0.19,0.0885,0.201,170.216,"Bad Blood","1989 (Deluxe Edition)",2014
"Taylor Swift",0.465,0.55,0.688,-7.416,0.0897,0.0692,0.106,139.997,"Wildest Dreams","1989 (Deluxe Edition)",2014
"Taylor Swift",0.545,0.765,0.656,-6.112,0.0504,0.00364,0.0918,119.997,"How You Get The Girl","1989 (Deluxe Edition)",2014
"Taylor Swift",0.107,0.481,0.435,-8.795,0.0321,0.678,0.0928,143.95,"This Love","1989 (Deluxe Edition)",2014
"Taylor Swift",0.495,0.602,0.755,-4.991,0.071,0.245,0.178,159.965,"I Know Places","1989 (Deluxe Edition)",2014
"Taylor Swift",0.211,0.815,0.377,-7.754,0.0346,0.232,0.1,103.97,"Clean","1989 (Deluxe Edition)",2014
"Taylor Swift",0.197,0.422,0.692,-5.447,0.0549,0.0493,0.177,184.014,"Wonderland","1989 (Deluxe Edition)",2014
"Taylor Swift",0.319,0.474,0.48,-8.894,0.0622,0.707,0.0903,170.109,"You Are In Love","1989 (Deluxe Edition)",2014
"Taylor Swift",0.584,0.633,0.889,-5.87,0.0715,0.00463,0.0658,121.956,"New Romantics","1989 (Deluxe Edition)",2014
"Taylor Swift",0.15,0.592,0.128,-17.932,0.589,0.829,0.527,78.828,"I Know Places - Voice Memo","1989 (Deluxe Edition)",2014
"Taylor Swift",0.645,0.781,0.357,-16.394,0.912,0.717,0.185,118.317,"I Wish You Would - Voice Memo","1989 (Deluxe Edition)",2014
"Taylor Swift",0.578,0.675,0.234,-15.064,0.721,0.801,0.657,127.296,"Blank Space - Voice Memo","1989 (Deluxe Edition)",2014
"Taylor Swift",0.615,0.793,0.634,-4.807,0.0324,0.038,0.304,117.024,"Welcome To New York","1989",2014
"Taylor Swift",0.583,0.753,0.678,-5.421,0.0644,0.085,0.13,96.006,"Blank Space","1989",2014
"Taylor Swift",0.456,0.598,0.786,-5.572,0.0383,0.00253,0.117,95.019,"Style","1989",2014
